dataset,feature_name,raw_vif,vif_zone
group_snapshot,cohort_eligible_member_count,inf,review_gt_10
group_snapshot,raw_waiting_band_eligible_member_count,inf,review_gt_10
group_snapshot,veh1_history_mean_front_y_m,4092.655773420991,review_gt_10
group_snapshot,member_history_y_displacement_m_mean,3365.7150164422223,review_gt_10
group_snapshot,member_history_mean_vy_mps_mean,3361.979901850321,review_gt_10
group_snapshot,veh1_front_y_m,3002.559237173184,review_gt_10
group_snapshot,veh2_history_mean_front_y_m,2449.465601968869,review_gt_10
group_snapshot,veh2_front_y_m,1791.5672714024515,review_gt_10
group_snapshot,veh3_history_mean_front_y_m,1648.8305394177735,review_gt_10
group_snapshot,veh3_front_y_m,1307.4960279536133,review_gt_10
group_snapshot,member_history_y_displacement_m_min,1225.4435524525313,review_gt_10
group_snapshot,member_history_mean_vy_mps_min,1219.2262166417638,review_gt_10
group_snapshot,member_history_y_displacement_m_max,906.3924602231768,review_gt_10
group_snapshot,member_history_mean_vy_mps_max,906.0385188360233,review_gt_10
group_snapshot,member_distance_to_crossing_line_m_mean,689.8525671246238,review_gt_10
group_snapshot,member_history_observed_fraction_mean,674.8052690608523,review_gt_10
group_snapshot,member_waiting_band_dwell_sec_mean,516.7803309424547,review_gt_10
group_snapshot,member_history_max_unobserved_gap_sec_mean,503.007436705089,review_gt_10
group_snapshot,member_window_low_speed_fraction_mean,422.77227765599474,review_gt_10
group_snapshot,member_history_mean_speed_mps_mean,336.12314123112316,review_gt_10
group_snapshot,veh1_history_front_y_change_m,263.7632144878988,review_gt_10
group_snapshot,member_history_observed_fraction_min,258.8658514324014,review_gt_10
group_snapshot,member_history_interpolated_fraction_mean,230.29598748832333,review_gt_10
group_snapshot,member_distance_to_crossing_line_m_min,201.21085646620162,review_gt_10
group_snapshot,member_history_max_unobserved_gap_sec_max,195.73534835210387,review_gt_10
group_snapshot,member_history_observed_fraction_max,192.9830667484442,review_gt_10
group_snapshot,member_distance_to_crossing_line_m_max,183.0623628780714,review_gt_10
group_snapshot,member_waiting_band_dwell_sec_max,174.55905960104812,review_gt_10
group_snapshot,veh2_history_front_y_change_m,171.61899879405226,review_gt_10
group_snapshot,veh3_closing_speed_mps,170.63104836247678,review_gt_10
group_snapshot,veh3_speed_mps,161.84956716936196,review_gt_10
group_snapshot,member_current_speed_mps_mean,161.47941545202724,review_gt_10
group_snapshot,member_window_low_speed_fraction_max,141.89811176135962,review_gt_10
group_snapshot,member_history_max_unobserved_gap_sec_min,140.93301966513826,review_gt_10
group_snapshot,veh3_history_front_y_change_m,125.92044691499939,review_gt_10
group_snapshot,member_current_vy_mps_mean,120.18472607268946,review_gt_10
group_snapshot,member_waiting_band_dwell_sec_min,114.26913641587478,review_gt_10
group_snapshot,member_history_mean_speed_mps_min,107.59654200035544,review_gt_10
group_snapshot,member_window_low_speed_fraction_min,107.04920739730245,review_gt_10
group_snapshot,member_history_interpolated_fraction_max,100.72948481592852,review_gt_10
group_snapshot,member_history_mean_speed_mps_max,99.73368229684111,review_gt_10
group_snapshot,veh2_closing_speed_mps,69.26191798770984,review_gt_10
group_snapshot,member_current_speed_mps_max,63.9200295539712,review_gt_10
group_snapshot,veh2_speed_mps,60.80086278491387,review_gt_10
group_snapshot,member_history_interpolated_fraction_min,56.360529053102304,review_gt_10
group_snapshot,member_current_speed_mps_min,46.43266475712066,review_gt_10
group_snapshot,member_current_vy_mps_max,46.12032739383353,review_gt_10
group_snapshot,veh1_closing_speed_mps,45.80543135881065,review_gt_10
group_snapshot,member_current_vy_mps_min,45.088558807098394,review_gt_10
group_snapshot,active_vehicle_count,40.16035456234242,review_gt_10
group_snapshot,veh1_speed_mps,37.750065379804184,review_gt_10
group_snapshot,stopped_vehicle_count,30.412838397051754,review_gt_10
group_snapshot,approaching_vehicle_count,20.27661383262422,review_gt_10
group_snapshot,dbscan_centroid_y_m,12.209789898722365,review_gt_10
group_snapshot,eligible_member_fraction_of_group,7.442971653493975,review_5_to_10
group_snapshot,veh3_ttc_capped_sec,5.619948162384868,review_5_to_10
group_snapshot,veh2_ttc_capped_sec,5.583537160447493,review_5_to_10
group_snapshot,veh3_history_observed_fraction,4.572312477167184,below_5
group_snapshot,raw_group_size,4.513259258736209,below_5
group_snapshot,veh1_ttc_capped_sec,4.045438525043172,below_5
group_snapshot,dbscan_spread_m,3.6605809945542984,below_5
group_snapshot,veh2_history_observed_fraction,3.610140423712645,below_5
group_snapshot,dbscan_mean_speed_mps,3.4170405171211415,below_5
group_snapshot,dbscan_mean_vy_mps,2.660951560903222,below_5
group_snapshot,veh2_lateral_x_m,2.576438645961165,below_5
group_snapshot,veh1_history_observed_fraction,2.2249305268386603,below_5
group_snapshot,group_male_ratio,2.062777528266599,below_5
group_snapshot,group_female_ratio,1.9556434974957475,below_5
group_snapshot,veh3_lateral_x_m,1.8918600529686962,below_5
group_snapshot,veh1_lateral_x_m,1.8899993024657562,below_5
group_snapshot,group_adult_ratio,1.5243413007732356,below_5
group_snapshot,group_young_ratio,1.3026268926037823,below_5
group_snapshot,group_old_ratio,1.1923228496747118,below_5
group_snapshot,dbscan_mean_vx_mps,1.1353500549221323,below_5
